Category,Carboidratos,Colesterol,Fibra,Calorias,Manganês,Proteína,Selênio,Açúcar,Lipídios,Cálcio,Cobre,Ferro,Magnésio,Fósforo,Potássio,Sódio,Zinco,Vitamina C,Vitamina E,Vitamina K,Vitamina A,Vitamina B
Cebolinha,34.32,0.0,14.35000038,170.5,0.8615,12.235,5.15,0.925000012,2.115,452.5,0.42150000000000004,10.8,341.0,288.0,1628.0,36.5,2.84,359.05,0.105,106.35,0.0,9.352
Celtuce,3.65,0.0,1.700000048,18.0,0.688,0.85,0.9,0.0,0.3,39.0,0.04,0.55,28.0,39.0,330.0,11.0,0.27,19.5,0.0,0.0,0.0,0.9080000000000001
Cenoura,79.57,0.0,23.60000038,341.0,1.116,8.1,8.6,38.81999969,1.49,212.0,0.37,3.93,118.0,346.0,2540.0,275.0,1.57,14.6,5.45,108.0,0.0,82.02900000000001
Cenouras,7.220909090909092,0.0,2.563636346090909,32.0,0.26445454545454544,0.68,0.5363636363636364,3.563636389727273,0.2918181818181818,31.181818181818183,0.07554545454545454,0.5172727272727273,10.0,27.818181818181817,212.27272727272728,135.1818181818182,0.2672727272727273,2.9272727272727277,0.75,12.181818181818182,0.0,8.12409090909091
Cereais,45.09306569343066,0.06569343065693431,4.0766423422992695,218.87591240875912,0.8581897810218978,6.228540145985401,11.441605839416058,7.693430658525547,2.221824817518248,112.82481751824818,0.13027737226277372,8.047299270072992,44.065693430656935,144.83211678832117,173.8978102189781,266.48175182481754,1.175912408759124,2.7116788321167884,1.4121897810218977,0.7328467153284672,210.23357664233578,10.127343065693431
Cereais Prontos,81.17288659793815,0.07903780068728522,7.047422675810996,377.26116838487974,1.4955257731958762,8.272199312714777,10.881786941580756,26.046185673608246,4.236426116838488,150.01374570446737,0.2410274914089347,17.181958762886598,76.99656357388317,237.29896907216494,293.4639175257732,472.2886597938144,8.00742268041237,19.938831615120275,3.031512027491409,1.224742268041237,309.1855670103093,38.599969072164946
Cereais Prontos para Comer,87.95,0.0,1.7999999525,388.5,0.0225,4.73,5.05,42.959999085,2.0,220.0,0.0905,14.715,33.0,94.5,99.0,590.5,9.05,36.25,0.25,1.25,487.5,32.409
Cereal Pronto para Comer,86.0,0.0,7.300000191,388.0,0.0,7.1,15.4,9.100000381,3.5,28.0,0.24,1.15,88.0,283.0,238.0,12.0,1.5,0.0,0.1,0.0,0.0,35.26
Cerefólio,49.1,0.0,11.30000019,237.0,2.1,23.2,29.3,0.0,3.9,1346.0,0.44,31.95,130.0,450.0,4740.0,83.0,8.8,50.0,0.0,0.0,0.0,7.390000000000001
Cerejas,18.124285714285715,0.0,1.4928571327142859,71.35714285714286,0.06971428571428571,0.8064285714285714,0.0,10.791428668857142,0.16214285714285714,11.214285714285714,0.09264285714285714,0.6542857142857142,8.428571428571429,15.5,138.57142857142858,3.5,0.08214285714285716,3.35,0.125,1.1857142857142857,0.0,4.216428571428572
Cerejas Choke,33.75,0.0,18.5,159.0,0.3045,2.965,0.85,11.795000078000001,1.335,50.0,0.127,0.5449999999999999,24.0,56.0,344.0,3.5,0.26,3.1,0.55,25.200000000000003,0.0,6.8565
Cerejas Maraschino,41.97,0.0,3.200000048,165.0,0.012,0.22,0.2,38.77000046,0.21,54.0,0.143,0.43,4.0,3.0,21.0,4.0,0.26,0.0,0.05,1.5,0.0,4.063
Cerejas do chão,11.2,0.0,0.0,53.0,0.0,1.9,0.0,0.0,0.7,9.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.9499999999999997
Cevada,59.80666666666667,0.0,12.233333190666665,276.3333333333333,1.1746666666666667,8.216666666666667,28.0,0.6266666750000001,1.3,24.333333333333332,0.34099999999999997,2.4766666666666666,78.0,179.66666666666666,275.0,8.0,1.9066666666666665,0.0,0.19999999999999998,1.7333333333333334,0.0,21.681333333333335
Chalotas,48.75,0.0,0.0,210.0,0.8545,7.4,3.45,0.0,0.3,110.0,0.2565,3.6,62.5,178.0,992.0,35.5,1.165,23.5,0.0,0.0,0.0,2.699
Cherimóia,17.7,0.0,2.299999952,74.0,0.083,1.65,0.0,0.0,0.62,8.0,0.073,0.3,16.0,26.0,269.0,4.0,0.18,11.5,0.0,0.0,0.0,1.2329999999999999
Chili,6.1,21.0,0.0,118.0,0.276,7.53,6.5,0.0,7.1,30.0,0.188,2.01,20.0,77.0,185.0,389.0,1.12,1.8,0.0,0.0,0.0,2.693
Chili Clássico Stagg com Feijão,11.83,17.0,3.0,131.0,0.0,6.97,0.0,2.890000105,6.61,37.0,0.1,1.6,26.0,0.0,318.0,334.0,1.1,1.0,0.0,0.0,0.0,0.0
Chili Country Stagg com Feijão,11.74,16.0,2.400000095,129.0,0.0,6.27,0.0,2.369999886,6.38,23.0,0.1,1.4,21.0,0.0,226.0,458.0,1.0,0.7,0.0,0.0,0.0,0.0
Chili Dinamite Stagg com Feijão,12.44,18.0,3.299999952,135.0,0.0,7.4,0.0,2.660000086,6.22,42.0,0.1,1.8,28.0,0.0,315.0,349.0,1.1,1.2,0.0,0.0,0.0,0.0
Chili Hormel,7.59,15.0,1.299999952,82.0,0.0,7.2,0.0,1.419999957,2.78,21.0,0.1,1.1,16.0,0.0,148.0,411.0,1.1,0.0,0.0,0.0,0.0,0.0
Chili Hormel com Feijão,13.63,10.0,3.400000095,97.0,0.0,6.71,0.0,1.870000005,1.77,28.0,0.1,1.3,24.0,0.0,268.0,471.0,1.1,0.2,0.0,0.0,0.0,0.0
Chili Old El Paso com Feijão,9.5,16.0,4.300000191,109.0,0.0,7.7,0.0,0.0,4.5,0.0,0.0,1.18,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0
Chili Ranchhouse Stagg com Feijão,12.78,19.0,3.5,115.0,0.0,7.78,0.0,2.319999933,3.61,46.0,0.2,1.7,33.0,0.0,351.0,329.0,0.8,2.1,0.0,0.0,0.0,0.0
Chili Silverado Stagg com Feijão,13.39,16.0,3.299999952,92.0,0.0,7.29,0.0,2.910000086,1.13,36.0,0.2,1.5,29.0,0.0,330.0,350.0,1.1,2.1,0.0,0.0,0.0,0.0
Chili Vegetariano Hormel com Feijão,15.39,0.0,4.0,83.0,0.0,4.83,0.0,2.519999981,0.28,39.0,0.2,1.4,33.0,0.0,325.0,315.0,0.7,0.5,0.0,0.0,0.0,0.0
Chili Worthington,10.87,0.0,3.400000095,123.0,0.0,10.39,0.0,1.299999952,4.22,18.0,0.0,3.17,0.0,77.0,162.0,453.0,0.8,0.0,0.0,0.0,0.0,2.41
Chili com Carne e Feijão,11.43,13.0,3.900000095,121.0,0.237,7.09,10.2,0.0,5.26,38.0,0.271,2.61,29.0,97.0,274.0,424.0,1.04,1.4,0.0,0.0,0.0,29.064
Chili com Feijão,11.91,17.0,4.400000095,112.0,0.134,5.71,1.3,1.190000057,5.49,47.0,0.117,3.43,45.0,154.0,365.0,522.0,2.0,1.7,0.52,1.9,0.0,22.063
Chili con Carne Nalley com Feijão,4.6,10.0,5.0,109.0,0.0,15.6,0.0,0.0,3.1,0.0,0.0,1.78,0.0,0.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0
Chili de Peru Hormel com Feijão,10.35,14.0,2.599999905,82.0,0.0,7.58,0.0,2.319999933,1.12,47.0,0.1,1.4,28.0,0.0,276.0,485.0,1.1,0.6,0.0,0.0,0.0,0.0
Chips de Batata,59.07857142857143,1.2857142857142858,4.692857197357143,505.64285714285717,0.3285,7.061428571428571,6.571428571428571,0.7400000202142858,28.236428571428572,49.642857142857146,0.2659285714285714,1.647142857142857,67.07142857142857,185.64285714285714,1218.642857142857,517.7857142857143,0.915,23.42142857142857,2.2278571428571428,6.735714285714287,1.2142857142857142,22.996428571428574
Chips de Tortilha,72.19,1.25,5.300000191,450.0,0.1105,9.4225,11.2,0.63000001025,14.74,161.75,0.23225,1.885,107.0,268.75,244.0,410.5,1.5074999999999998,0.325,2.1475,10.5,0.0,18.09175
Chitón,0.0,0.0,0.0,83.0,0.0,17.1,0.0,0.0,1.6,121.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59
Choco,1.23,168.0,0.0,118.5,0.1595,24.36,67.19999999999999,0.0,1.0499999999999998,135.0,0.7925,8.43,45.0,483.5,495.5,558.0,2.5949999999999998,6.9,0.0,0.0,158.0,8.145
Chocolate para Cozinhar,55.102,3.6,9.6200001234,483.6,1.2532,7.572,3.56,37.184000433200005,33.022000000000006,67.8,1.1626,5.574,137.4,176.4,478.6,21.8,2.914,0.13999999999999999,0.152,2.38,0.0,19.731399999999997
Choplets Worthington,4.06,0.0,2.799999952,103.0,0.0,19.39,0.0,0.419999987,1.03,8.0,0.0,1.51,0.0,76.0,39.0,456.0,1.04,0.0,0.0,0.0,0.0,0.07
Chouriço,1.86,88.0,0.0,455.0,0.04,24.1,21.1,0.0,38.27,8.0,0.08,1.59,18.0,150.0,398.0,1235.0,3.41,0.0,0.22,1.6,0.0,106.71100000000001
Chuchu,4.7,0.0,2.433333317333333,21.666666666666668,0.17566666666666667,0.6866666666666666,0.26666666666666666,0.5533333223333333,0.3633333333333333,14.333333333333334,0.11433333333333333,0.26,12.0,25.333333333333332,157.0,80.0,0.4533333333333333,7.8999999999999995,0.04,1.3666666666666665,0.0,3.957666666666667
Chucrute,4.3149999999999995,0.0,2.7000000475,20.5,0.151,0.905,0.6,1.779999971,0.12000000000000001,30.0,0.096,1.47,13.0,20.0,170.0,484.5,0.19,14.7,0.14,13.0,0.0,10.386
Chunky da Campbell,6.12,8.0,0.400000006,45.0,0.0,2.86,0.0,0.819999993,1.22,8.0,0.0,0.29,0.0,0.0,286.0,196.0,0.0,1.0,0.0,0.0,0.0,0.0
Churrasqueiras Originais,8.5,3.0,4.400000095,213.0,0.0,23.9,0.0,1.200000048,9.3,61.0,0.0,4.2,0.0,185.0,182.0,422.0,1.2,0.0,0.0,0.0,0.0,14.639999999999999
Churrasqueiras Prime,5.9,1.0,2.599999905,238.0,0.0,24.0,0.0,0.300000012,13.2,58.0,0.0,2.8,0.0,0.0,224.0,501.0,1.2,0.0,0.0,0.0,0.0,0.5
Churrasqueiras Veganas,9.1,0.0,5.199999809,132.0,0.0,16.3,0.0,0.400000006,3.4,37.0,0.0,2.9,0.0,221.0,498.0,395.0,0.8,0.0,0.0,0.0,0.0,0.1
Chá,33.32047619047619,0.0,1.0857142851904762,141.76190476190476,17.465666666666667,2.646190476190476,0.9142857142857143,11.699523904857143,0.15238095238095237,16.0,0.08800000000000001,1.1409523809523807,46.095238095238095,45.333333333333336,1021.6666666666666,59.0,0.3138095238095238,4.776190476190476,0.004285714285714286,0.0,0.0,20.909380952380953
Cicória,4.0,0.0,3.099999905,17.0,0.1,0.9,0.2,0.0,0.1,19.0,0.051,0.24,10.0,26.0,211.0,2.0,0.16,2.8,0.0,0.0,0.0,0.436
Cisco,0.0,41.0,0.0,137.5,0.044000000000000004,17.674999999999997,15.350000000000001,0.0,6.905,19.0,0.1435,0.445,17.0,151.0,323.5,268.0,0.33499999999999996,0.0,0.1,0.05,156.5,53.5495
Clementinas,12.02,0.0,1.700000048,47.0,0.023,0.85,0.1,9.180000305,0.15,30.0,0.043,0.14,10.0,21.0,177.0,1.0,0.06,48.8,0.2,0.0,0.0,14.978
Cobertura,72.18,18.0,1.100000024,359.0,0.14,1.42,1.6,64.30000305,7.17,32.0,0.136,0.6,20.0,48.0,130.0,132.0,0.37,0.1,0.19,0.7,68.0,0.377
Cobertura Batida,23.6,2.0,0.0,224.0,0.0,3.0,2.4,23.60000038,13.1,71.0,0.01,0.1,7.0,74.0,101.0,72.0,0.1,0.0,0.5,3.2,0.0,0.43000000000000005
Cobertura de Queijo Parmesão,40.0,20.0,0.0,370.0,0.0,40.0,43.3,1.5,5.0,800.0,0.02,5.0,40.0,700.0,600.0,1150.0,3.0,0.0,0.04,0.4,39.0,16.5
Cobertura de Sobremesa,27.0475,2.5,0.0,336.75,0.08325,2.6825,2.25,27.047500135,24.985,29.5,0.046,0.0525,5.0,46.5,88.5,68.75,0.0975,0.175,0.9425,6.1,5.25,2.93
Coberturas,72.3464705882353,1.5294117647058822,0.8294117602352942,362.8235294117647,0.19547058823529415,1.0688235294117647,1.3294117647058825,25.68764720235294,8.641176470588235,11.647058823529411,0.11594117647058824,0.43529411764705883,13.235294117647058,31.823529411764707,87.6470588235294,129.35294117647058,0.2564705882352941,1.0352941176470587,0.3929411764705883,1.0999999999999999,14.764705882352942,2.7144117647058827
Codorna,0.0,72.5,0.0,170.75,0.013999999999999999,22.27,18.65,0.0,8.4175,12.75,0.5315,3.805,24.5,272.25,232.25,52.75,2.73,5.175,0.175,1.05,42.75,26.57225
Cogumelo,6.47,0.0,2.299999952,43.0,0.113,3.31,2.6,1.110000014,0.41,3.0,0.244,1.33,18.0,120.0,420.0,18.0,0.77,0.0,0.0,0.0,0.0,55.833999999999996
Cogumelos,10.84375,0.0,2.725000001625,51.75,0.17975,3.15875,15.43125,1.4399999920625,0.39875,6.0625,0.7010625,0.80375,20.0,104.0625,390.0,85.6875,1.25125,0.8875,0.009375,0.0,0.0,42.4363125
Comida de Bebê,17.34420814479638,7.176470588235294,1.2873303124886877,98.28506787330316,0.0700316742081448,3.1935294117647057,4.006334841628959,5.38601809517647,1.9680090497737557,72.8552036199095,0.07984162895927602,4.030407239819005,17.683257918552037,71.81900452488688,150.9683257918552,57.18552036199095,0.5683257918552036,13.269683257918551,0.3955203619909502,4.094117647058823,2.9638009049773757,13.513542986425337
Commodidade USDA,8.98741935483871,49.74193548387097,0.8129032158064515,203.96774193548387,0.14080645161290323,15.256451612903225,16.296774193548387,1.1619354803548387,11.864516129032259,54.25806451612903,0.09016129032258065,1.5983870967741938,25.741935483870968,213.29032258064515,247.09677419354838,432.80645161290323,2.504516129032258,2.364516129032258,0.3029032258064516,0.9870967741935485,9.129032258064516,23.96767741935484
Commodidade USDA FD,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,4.7475000000000005,116.875,0.0,0.0
Companhia de Sopa Campbell,7.942589285714286,2.4107142857142856,1.1401785620714286,45.875,0.001625,1.424375,0.015178571428571428,3.9877678554375,0.9269642857142858,11.705357142857142,0.00048214285714285715,0.2735714285714286,0.36607142857142855,0.29464285714285715,61.660714285714285,444.7142857142857,0.007321428571428571,8.79375,0.21258928571428573,0.0062499999999999995,0.0,0.17879464285714286
Concentrado de Proteína de Soja,29.076666666666668,0.0,5.5,330.0,4.19,59.96333333333334,0.8000000000000002,13.333333333333334,0.46,363.0,0.976,10.78,198.33333333333334,839.0,1034.0,601.0,4.4,0.0,0.0,0.0,0.0,1.3649999999999998
Concha,1.7,65.0,0.0,130.0,0.0,26.3,40.3,0.0,1.2,98.0,0.435,1.41,238.0,217.0,163.0,153.0,1.71,0.0,6.33,0.2,7.0,87.49000000000001
Confeitaria Com Gordura Vegetal,0.0,0.0,0.0,884.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,43.0,0.0,0.0
Conservas,13.251428571428571,0.0,1.1857143131428571,55.142857142857146,0.03557142857142857,0.6185714285714285,0.3,10.597142816571429,0.32857142857142857,19.857142857142858,0.07242857142857143,0.5628571428571428,8.285714285714286,16.142857142857142,83.71428571428571,445.85714285714283,0.10285714285714286,1.8,0.18857142857142856,54.92857142857143,0.0,4.029142857142857
Continente Moinho,75.6,0.0,1.700000048,418.0,0.0,5.6,0.0,40.0,10.3,82.0,0.0,2.47,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0
Coquetel de Frutas,15.361428571428572,0.0,1.1285714422857143,58.714285714285715,0.12514285714285714,0.4185714285714286,0.35714285714285715,9.621428491285714,0.06285714285714286,6.571428571428571,0.075,0.27285714285714285,5.714285714285714,11.714285714285714,92.28571428571429,5.142857142857143,0.08428571428571428,2.2,0.32857142857142857,2.042857142857143,0.0,3.1041428571428575
Coquetel de Suco de Cranberry,20.345,0.0,0.05000000075,80.25,0.0565,0.02,0.05,17.180000068,0.0275,7.0,0.013000000000000001,0.1275,2.5,2.0,25.0,3.25,0.035,32.7,0.0675,0.3,0.0,0.46925
Coquetel de Suco de Uva,28.56,0.0,0.2000000065,115.0,0.397,0.42000000000000004,0.25,28.359999655000003,0.2,8.5,0.0295,0.22999999999999998,9.5,9.5,47.5,4.5,0.085,53.5,0.0,0.8999999999999999,0.0,6.5175
Coquetel de Suco de Vegetais,4.55,0.0,0.800000012,19.0,0.1,0.63,0.5,3.299999952,0.09,11.0,0.2,0.42,11.0,17.0,193.0,270.0,0.2,27.7,0.32,5.3,0.0,8.203
Corações de Palma,15.115,0.0,1.9500000475,71.5,0.697,2.6100000000000003,0.7,8.579999925,0.41000000000000003,38.0,0.3885,2.41,24.0,102.5,991.5,220.0,2.44,7.95,0.25,0.0,0.0,1.2965
Corte Multigrãos Worthington,6.0,0.0,3.099999905,108.0,0.0,18.1,0.0,0.600000024,1.3,10.0,0.0,1.5,0.0,85.0,32.0,313.0,1.2,0.0,0.0,0.0,0.0,0.0
Coruja,0.0,0.0,0.0,136.0,0.0,22.7,0.0,0.0,5.0,16.0,0.0,4.8,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Couve,6.158,0.0,2.2199999809333333,31.933333333333334,0.5025333333333334,2.489333333333333,0.9866666666666667,0.5053333381333334,0.44599999999999995,147.06666666666666,0.105,1.2659999999999998,30.933333333333334,32.4,268.8,111.6,0.24666666666666667,46.12,0.6706666666666666,402.34666666666664,0.0,12.905666666666667
Couve-Nabo,4.33875,0.0,2.8125000297500002,23.125,0.374875,1.95875,0.9625,0.473749991375,0.31375,140.25,0.172375,1.38875,24.25,29.625,202.0,114.75,0.24,27.025,1.67625,288.875,0.0,0.8496250000000001
Couve-Nabo E Nabos,4.33,0.0,2.866666635,30.0,0.34,2.813333333333334,1.0333333333333334,0.6733333466666666,0.31666666666666665,123.33333333333333,0.10566666666666667,1.71,22.0,29.333333333333332,171.33333333333334,97.33333333333333,0.3,20.733333333333334,1.42,276.73333333333335,0.0,2.073
Couve-de-Bruxelas,7.941666666666666,0.0,3.4999999206666668,40.0,0.25233333333333335,3.2566666666666664,1.2166666666666666,1.639999986,0.41500000000000004,32.0,0.05616666666666667,0.9483333333333333,19.833333333333332,59.166666666666664,328.8333333333333,57.166666666666664,0.3116666666666667,62.416666666666664,0.45999999999999996,140.76666666666668,0.0,24.178333333333335
Couve-flor,4.862222222222222,0.0,2.7333333226666667,25.11111111111111,0.1831111111111111,2.2133333333333334,0.6666666666666666,1.4555555547777779,0.2922222222222222,23.0,0.030888888888888893,0.5122222222222221,13.444444444444445,40.77777777777778,212.66666666666666,98.66666666666667,0.3277777777777778,53.3,0.05,11.377777777777778,0.0,33.464555555555556
Coxa De Peru,0.0,62.0,0.0,157.0,0.015,18.8,27.9,0.0,8.54,8.0,0.139,1.51,17.0,171.0,241.0,437.0,4.12,0.0,0.0,0.0,0.0,4.029
Coxa de Frango Frita Banquet,13.35,30.0,1.799999952,170.0,0.0,9.59,0.0,0.330000013,8.67,59.0,0.0,0.71,0.0,0.0,0.0,265.0,0.0,1.2,0.0,0.0,0.0,0.0
Cranberries,35.62,0.0,5.666666507666666,136.33333333333334,0.20833333333333334,0.52,0.19999999999999998,23.013333320666664,0.5666666666666667,12.666666666666666,0.04700000000000001,0.5933333333333334,3.6666666666666665,12.0,88.33333333333333,10.333333333333334,0.07,9.5,0.7566666666666667,2.9666666666666663,0.0,4.220999999999999
Cranberry,12.2,0.0,0.0,55.0,0.0,0.4,0.0,0.0,0.5,26.0,0.0,0.4,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.5
Cravos,61.21,0.0,34.20000076,323.0,30.033,5.98,5.9,2.380000114,20.07,646.0,0.347,8.68,264.0,105.0,1102.0,243.0,1.09,80.8,8.52,141.8,0.0,39.43000000000001
Creme,5.2925,65.375,0.0,200.75,0.0026249999999999997,2.58625,1.55,2.147499998875,19.25875,93.25,0.0115,0.0575,10.0,93.5,130.875,68.5,0.41500000000000004,0.675,0.535,1.675,176.0,18.397624999999998
Creme Azedo,9.0825,19.75,0.0,149.75,0.0275,4.0,3.75,1.88500002775,11.055,102.5,0.025,0.13,9.25,74.0,178.25,96.0,0.6125,0.45,0.36,1.5,69.25,14.730000000000002
Creme de Coco,6.65,0.0,2.200000048,330.0,1.304,3.63,0.0,0.0,34.68,11.0,0.378,2.28,28.0,122.0,325.0,4.0,0.96,2.8,0.0,0.0,0.0,1.228
Crisântemo,3.8799999999999994,0.0,2.5333333013333332,21.333333333333332,0.551,2.2133333333333334,0.19999999999999998,1.3399999933333333,0.24666666666666667,85.0,0.13433333333333333,3.2566666666666664,22.666666666666668,46.666666666666664,568.3333333333334,153.33333333333334,0.36999999999999994,16.4,1.6666666666666667,211.79999999999998,0.0,9.774666666666667
Croissants,43.300000000000004,51.666666666666664,2.566666603333333,358.0,0.29333333333333333,8.266666666666666,22.833333333333332,7.53666687,16.866666666666664,40.0,0.07333333333333333,1.7599999999999998,17.666666666666668,97.66666666666667,113.33333333333333,524.3333333333334,0.9066666666666666,0.3,0.7599999999999999,4.233333333333333,163.0,29.65433333333333
Croutons,68.5,3.5,5.0499999525,436.0,0.507,11.350000000000001,33.15,2.2049999235,12.45,86.0,0.1655,3.45,36.5,127.5,152.5,968.0,0.915,0.0,0.2,3.8,3.5,14.21
Croutons Estilo Clássico Pepperidge Farm,61.1,0.0,0.0,465.0,0.0,13.6,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,0.0,0.0,0.0,0.0,0.0,0.0
Culinária Stouffer's com Almôndegas Suecas com Pasta,12.14,19.0,1.0,106.0,0.0,8.56,0.0,1.75999999,2.63,44.0,0.0,1.0,0.0,0.0,217.0,238.0,0.0,0.0,0.0,0.0,0.0,1.8299999999999998
Culinária Stouffer's com Carne Oriental com Legumes e Arroz,11.05,9.0,1.600000024,74.0,0.0,4.96,0.0,3.099999905,1.08,12.0,0.0,0.46,0.0,0.0,284.0,210.0,0.0,2.0,0.0,0.0,0.0,1.61
Culinária Stouffer's com Carne de Vaca Assada com Purê de Batatas,8.29,8.0,1.200000048,72.0,0.0,4.98,0.0,1.419999957,2.14,28.0,0.0,0.62,0.0,0.0,351.0,301.0,0.0,1.3,0.0,0.0,0.0,1.3199999999999998
Culinária Stouffer's com Espaguete e Almôndegas com Molho,12.27,9.0,1.5,93.0,0.0,6.68,0.0,2.430000067,1.9,37.0,0.0,0.81,0.0,0.0,190.0,211.0,0.0,1.1,0.0,0.0,0.0,1.76
Culinária Stouffer's com Espaguete e Molho de Carne,14.91,4.0,1.399999976,87.0,0.0,4.31,0.0,2.569999933,1.08,31.0,0.0,0.73,0.0,0.0,176.0,168.0,0.0,0.9,0.0,0.0,0.0,1.3499999999999999
Culinária Stouffer's com Frango e Legumes com Vermicelli,8.91,10.0,1.299999952,78.0,0.0,6.68,0.0,1.5,1.7,55.0,0.0,0.48,0.0,0.0,233.0,213.0,0.0,0.9,0.0,0.0,0.0,2.4
Culinária Stouffer's com Macarrão e Carne em Molho de Tomate,13.23,6.0,1.700000048,91.0,0.0,6.07,0.0,3.900000095,1.54,30.0,0.0,0.63,0.0,0.0,273.0,201.0,0.0,0.8,0.0,0.0,0.0,1.26
Culinária Stouffer's com Repolho Recheado com Molho de Carne e Purê de Batatas,9.07,5.0,1.5,73.0,0.0,4.03,0.0,2.170000076,2.28,33.0,0.0,0.56,0.0,0.0,272.0,264.0,0.0,0.2,0.0,0.0,0.0,1.08
Cuscuz,50.325,0.0,3.199999988,244.0,0.432,8.275,13.75,0.0500000005,0.4,16.0,0.144,0.73,26.0,96.0,112.0,7.5,0.5449999999999999,0.0,0.065,0.05,0.0,4.7895
Cusk,0.0,47.0,0.0,99.5,0.017,21.67,41.65,0.0,0.7849999999999999,11.5,0.020499999999999997,0.9450000000000001,35.5,233.0,447.5,35.5,0.435,0.0,0.0,0.0,19.5,5.0085
Cães de Milho Sem Carne,31.67,0.0,4.199999809,228.0,0.0,11.38,0.0,7.420000076,6.17,13.0,0.0,1.84,0.0,157.0,88.0,657.0,0.7,0.0,0.0,0.0,0.0,9.22
Cúrcuma,64.93,0.0,21.10000038,354.0,7.833,7.83,4.5,3.210000038,9.88,183.0,0.603,41.42,193.0,268.0,2525.0,38.0,4.35,25.9,3.1,13.4,0.0,56.324999999999996
Damascos,25.50375,0.0,2.0750000180625,99.0625,0.09131249999999999,1.2550000000000001,0.25,9.4493749139375,0.180625,17.625,0.135875,1.16875,14.6875,32.625,400.875,6.0,0.2125,4.15625,0.6275000000000001,1.225,0.0,3.35525
Doces,67.13317829457364,8.883720930232558,2.898449597364341,469.4341085271318,0.29638759689922484,5.50813953488372,2.009302325581395,52.65116290891473,21.212635658914728,111.47286821705427,0.22668992248062014,1.3472868217054264,38.96124031007752,98.68992248062015,199.68217054263565,115.23255813953489,0.8011627906976745,5.265116279069768,1.0857364341085272,2.316279069767442,14.209302325581396,12.286604651162792
Donuts,47.12,23.4,1.5600000084999999,398.8,0.3791,5.481,9.139999999999999,18.671000194999998,21.43,53.6,0.1318,2.179,21.1,136.9,111.5,374.3,0.718,0.43,0.813,7.31,6.1,27.5414
Dourado,0.0,83.5,0.0,97.0,0.017,21.11,41.65,0.0,0.8,17.0,0.047,1.29,34.0,163.0,474.5,100.5,0.525,0.0,0.0,0.0,58.0,8.747
Durian,27.09,0.0,3.799999952,147.0,0.325,1.47,0.0,0.0,5.33,6.0,0.207,0.43,30.0,39.0,436.0,2.0,0.28,19.7,0.0,0.0,0.0,2.194
Eclairs,24.2,127.0,0.600000024,262.0,0.128,6.4,15.6,6.599999905,15.7,63.0,0.058,1.18,15.0,107.0,117.0,337.0,0.61,0.3,2.01,17.5,189.0,82.06800000000001
Edamame,9.26,0.0,5.0,116.0,1.017,10.565000000000001,0.0,2.330000043,4.965,61.5,0.3345,2.19,62.5,165.0,459.0,6.0,1.3450000000000002,7.8999999999999995,0.7,29.049999999999997,0.0,57.8875
Empresa,6.3500000000000005,14.0,0.400000006,63.0,0.0,2.38,0.0,0.7950000165,3.175,8.0,0.0,1.0,0.0,0.0,0.0,611.0,0.0,0.0,0.0,0.0,0.0,0.0
Empresa Campbell,13.85,0.0,2.299999952,85.0,0.0,1.54,0.0,9.229999542,2.69,15.0,0.0,0.28,0.0,0.0,354.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0
Empresa de Sopa,7.14,20.0,0.800000012,71.0,0.0,3.97,0.0,0.790000021,3.17,16.0,0.0,0.57,0.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,0.0,0.0
Emu,0.0,83.25,0.0,133.0,0.029166666666666664,26.106666666666666,38.275,0.0,2.4008333333333334,5.333333333333333,0.22758333333333333,5.2091666666666665,31.5,253.25,321.6666666666667,97.66666666666667,4.081666666666667,0.0,0.22916666666666666,0.3,1.25,18.59208333333333
Endro,31.42,0.0,7.850000142500001,148.0,2.607,11.71,0.0,0.0,2.74,996.0,0.318,27.685000000000002,253.0,304.5,2023.0,134.5,2.105,67.5,0.0,0.0,0.0,3.8625
Endívia,3.35,0.0,3.099999905,17.0,0.42,1.25,0.2,0.25,0.2,52.0,0.099,0.83,15.0,28.0,314.0,22.0,0.79,6.5,0.44,231.0,0.0,18.474999999999998
Enguia,0.0,143.5,0.0,210.0,0.037500000000000006,21.045,7.4,0.0,13.305,23.0,0.026000000000000002,0.5700000000000001,23.0,246.5,310.5,58.0,1.85,1.8,2.0,0.0,1090.0,39.9825
